"rules";"support";"confidence";"coverage";"lift";"count"
"{root vegetables,tropical fruit} => {whole milk}";0.011997966446365;0.570048309178744;0.0210472801220132;2.23096900945999;118
"{tropical fruit,whole milk} => {root vegetables}";0.011997966446365;0.283653846153846;0.0422979156075242;2.60236527698048;118
"{soda,tropical fruit} => {whole milk}";0.00782918149466192;0.375609756097561;0.0208439247585155;1.47000475575786;77
"{tropical fruit,yogurt} => {rolls/buns}";0.00874428063040163;0.298611111111111;0.0292831723436706;1.623460628954;86
"{rolls/buns,tropical fruit} => {yogurt}";0.00874428063040163;0.355371900826446;0.0246059989832232;2.54743632990386;86
"{rolls/buns,yogurt} => {tropical fruit}";0.00874428063040163;0.254437869822485;0.0343670564311134;2.42480276134122;86
"{tropical fruit,yogurt} => {other vegetables}";0.0123029994916116;0.420138888888889;0.0292831723436706;2.17134312780989;121
"{other vegetables,tropical fruit} => {yogurt}";0.0123029994916116;0.342776203966006;0.0358922216573462;2.45714574781754;121
"{other vegetables,yogurt} => {tropical fruit}";0.0123029994916116;0.283372365339578;0.0434163701067616;2.7005496251112;121
"{tropical fruit,yogurt} => {whole milk}";0.0151499745805796;0.517361111111111;0.0292831723436706;2.02476980810894;149
"{tropical fruit,whole milk} => {yogurt}";0.0151499745805796;0.358173076923077;0.0422979156075241;2.56751618916797;149
"{whole milk,yogurt} => {tropical fruit}";0.0151499745805796;0.270417422867514;0.0560244026436197;2.57708852122286;149
"{rolls/buns,tropical fruit} => {other vegetables}";0.00782918149466192;0.318181818181818;0.0246059989832232;1.64441312759757;77
"{rolls/buns,tropical fruit} => {whole milk}";0.0109811896288765;0.446280991735537;0.0246059989832232;1.7465871682129;108
"{tropical fruit,whole milk} => {rolls/buns}";0.0109811896288765;0.259615384615385;0.0422979156075241;1.41145235361653;108
"{other vegetables,tropical fruit} => {whole milk}";0.0170818505338078;0.475920679886686;0.0358922216573462;1.86258650484901;168
"{tropical fruit,whole milk} => {other vegetables}";0.0170818505338078;0.403846153846154;0.0422979156075241;2.08713973887384;168
"{root vegetables,soda} => {other vegetables}";0.00823589222165735;0.442622950819672;0.0186070157600407;2.28754425712637;81
"{other vegetables,soda} => {root vegetables}";0.00823589222165735;0.251552795031056;0.0327402135231317;2.30785609993511;81
"{root vegetables,soda} => {whole milk}";0.00813421453990849;0.437158469945355;0.0186070157600407;1.71088481970257;80
"{root vegetables,yogurt} => {other vegetables}";0.0129130655821047;0.5;0.0258261311642095;2.58407777193904;127
"{other vegetables,root vegetables} => {yogurt}";0.0129130655821047;0.272532188841202;0.047381799694967;1.95361084347902;127
"{other vegetables,yogurt} => {root vegetables}";0.0129130655821047;0.297423887587822;0.0434163701067616;2.72869770002447;127
"{root vegetables,yogurt} => {whole milk}";0.0145399084900864;0.562992125984252;0.0258261311642095;2.20335358498015;143
"{root vegetables,whole milk} => {yogurt}";0.0145399084900864;0.297297297297297;0.0489069649211998;2.1311362382791;143
"{whole milk,yogurt} => {root vegetables}";0.0145399084900864;0.259528130671506;0.0560244026436197;2.38102534062898;143
"{rolls/buns,root vegetables} => {other vegetables}";0.0122013218098627;0.502092050209205;0.0243009659379766;2.59488981282582;120
"{other vegetables,root vegetables} => {rolls/buns}";0.0122013218098627;0.257510729613734;0.047381799694967;1.40000996448373;120
"{other vegetables,rolls/buns} => {root vegetables}";0.0122013218098627;0.286396181384248;0.0426029486527707;2.6275246678303;120
"{rolls/buns,root vegetables} => {whole milk}";0.012709710218607;0.523012552301255;0.0243009659379766;2.04688756541299;125
"{root vegetables,whole milk} => {rolls/buns}";0.012709710218607;0.25987525987526;0.0489069649211998;1.41286521883537;125
"{other vegetables,root vegetables} => {whole milk}";0.0231825114387392;0.489270386266094;0.047381799694967;1.91483257020575;228
"{root vegetables,whole milk} => {other vegetables}";0.0231825114387392;0.474012474012474;0.0489069649211998;2.44977019543494;228
"{other vegetables,whole milk} => {root vegetables}";0.0231825114387392;0.309782608695652;0.0748347737671581;2.84208204899416;228
"{soda,yogurt} => {rolls/buns}";0.00864260294865277;0.315985130111524;0.0273512963904423;1.71791805121439;85
"{rolls/buns,yogurt} => {soda}";0.00864260294865277;0.251479289940828;0.0343670564311134;1.44215674435455;85
"{soda,yogurt} => {other vegetables}";0.0083375699034062;0.304832713754647;0.0273512963904423;1.57542287954648;82
"{other vegetables,soda} => {yogurt}";0.0083375699034062;0.254658385093168;0.0327402135231317;1.82548485232602;82
"{soda,yogurt} => {whole milk}";0.0104728012201322;0.382899628252788;0.0273512963904423;1.49853475681105;103
"{soda,whole milk} => {yogurt}";0.0104728012201322;0.261421319796954;0.0400610066090493;1.87396405262613;103
"{rolls/buns,soda} => {other vegetables}";0.00986273512963904;0.257294429708223;0.0383324860193188;1.3297376333055;97
"{other vegetables,soda} => {rolls/buns}";0.00986273512963904;0.301242236024845;0.0327402135231317;1.63776527988079;97
"{other vegetables,soda} => {whole milk}";0.0139298423995933;0.425465838509317;0.0327402135231317;1.66512396408242;137
"{soda,whole milk} => {other vegetables}";0.0139298423995933;0.347715736040609;0.0400610066090493;1.79704900891192;137
"{rolls/buns,yogurt} => {other vegetables}";0.0114895780376207;0.334319526627219;0.0343670564311134;1.72781531496516;113
"{other vegetables,yogurt} => {rolls/buns}";0.0114895780376207;0.26463700234192;0.0434163701067616;1.4387534096367;113
"{other vegetables,rolls/buns} => {yogurt}";0.0114895780376207;0.269689737470167;0.0426029486527707;1.93323510788564;113
"{rolls/buns,yogurt} => {whole milk}";0.015556685307575;0.452662721893491;0.0343670564311134;1.77156302022383;153
"{whole milk,yogurt} => {rolls/buns}";0.015556685307575;0.277676950998185;0.0560244026436197;1.50964776841744;153
"{rolls/buns,whole milk} => {yogurt}";0.015556685307575;0.274685816876122;0.0566344687341129;1.969048840362;153
"{other vegetables,yogurt} => {whole milk}";0.0222674123029995;0.51288056206089;0.0434163701067616;2.00723451168677;219
"{whole milk,yogurt} => {other vegetables}";0.0222674123029995;0.397459165154265;0.0560244026436197;2.05413078785717;219
"{other vegetables,whole milk} => {yogurt}";0.0222674123029995;0.297554347826087;0.0748347737671581;2.13297887089618;219
"{other vegetables,rolls/buns} => {whole milk}";0.0178952719877987;0.420047732696897;0.0426029486527707;1.64391939955192;176
"{rolls/buns,whole milk} => {other vegetables}";0.0178952719877987;0.315978456014363;0.0566344687341129;1.63302580919667;176
"{other vegetables,tropical fruit,yogurt} => {whole milk}";0.00762582613116421;0.619834710743802;0.0123029994916116;2.4258155114068;75
"{tropical fruit,whole milk,yogurt} => {other vegetables}";0.00762582613116421;0.503355704697987;0.0151499745805796;2.60142057577756;75
"{other vegetables,tropical fruit,whole milk} => {yogurt}";0.00762582613116421;0.446428571428571;0.0170818505338078;3.2001639941691;75
"{other vegetables,whole milk,yogurt} => {tropical fruit}";0.00762582613116421;0.342465753424658;0.0222674123029995;3.2637119040034;75
"{other vegetables,root vegetables,yogurt} => {whole milk}";0.00782918149466192;0.606299212598425;0.0129130655821047;2.37284232228632;77
"{root vegetables,whole milk,yogurt} => {other vegetables}";0.00782918149466192;0.538461538461538;0.0145399084900864;2.78285298516512;77
"{other vegetables,root vegetables,whole milk} => {yogurt}";0.00782918149466192;0.337719298245614;0.0231825114387392;2.42089598997494;77
"{other vegetables,whole milk,yogurt} => {root vegetables}";0.00782918149466192;0.351598173515982;0.0222674123029995;3.22571645198664;77
